,address,city,country,currency,cusip,description,employeeTotal,exchange,finnhubIndustry,ggroup,gind,gsector,gsubind,ipo,isin,logo,marketCapitalization,naics,naicsNationalIndustry,naicsSector,naicsSubsector,name,phone,sedol,shareOutstanding,state,ticker,weburl
0,200 N Milwaukee Ave,Vernon Hills,US,USD,12514G108,"CDW Corporation (CDW) is a provider of integrated information technology (IT) solutions in the United States, Canada and the United Kingdom. The Company's segments include Corporate, Public and Other. The Corporate segment consists of private sector business customers in the United States based on employee size between Medium/Large customers, which primarily includes organizations with more than 100 employees, and Small Business customers, which primarily includes organizations with up to 100 employees. Its Public segment comprises government agencies and education and healthcare institutions in the United States. Its Other segment includes Canada and CDW UK. The CDW Advanced Services business consists primarily of customized engineering services delivered by technology specialists and engineers, and managed services that include Infrastructure as a Service (IaaS) offerings. The Company has centralized logistics and headquarters functions that provide services to the segments.",9900,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Information Technology,Technology Distributors,2013-06-27,US12514G1085,,16300.01,Computer Systems Design and Related Services,Computer Systems Design Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",CDW Corp,18474656000,BBM5MD6,142.669659,ILLINOIS,CDW,https://www.cdw.com/
0,"Baidu Campus, No. 10, Shangdi, 10th Street Haidian District",Beijing,CN,CNY,056752108,"Baidu, Inc. engages in the provision of internet search and online marketing solutions. The company is headquartered in Beijing, Beijing and currently employs 42,267 full-time employees. The firm offers a Chinese language search platform on its Baidu.com Website that enables users to find information online, including Webpages, news, images, documents and multimedia files, through links provided on its Website. In addition to serving individual Internet search users, the Company provides a platform for businesses to reach customers. Its business consists of three segments: search services, transaction services and iQiyi. Search services are keyword-based marketing services targeted at and triggered by Internet users' search queries, which mainly include its pay-for-performance (P4P) services and other online marketing services. Its transaction services include Baidu Nuomi, Baidu Takeout Delivery, Baidu Maps, Baidu Connect, Baidu Wallet and others. iQiyi is an online video platform with a content library that includes licensed movies, television series, cartoons, variety shows and other programs.",37779,NASDAQ NMS - GLOBAL MARKET,Media,Media & Entertainment,Interactive Media & Services,Communication Services,Interactive Media & Services,2005-08-05,US0567521085,https://static.finnhub.io/logo/b5e2e49a-80df-11ea-aa73-00000000092a.png,42828.22,Other Information Services,Internet Publishing and Broadcasting and Web Search Portals,Information,Other Information Services,Baidu Inc,861059928888,B0FXT17,34.466621,BEIJING,BIDU,http://www.baidu.com/
0,1818 Cornwall Ave,Vancouver,CA,USD,550021109,"lululemon athletica, Inc. engages in the designing, distributing and retail of athletic apparel and accessories. The company is headquartered in Vancouver, British Columbia and currently employs 15,700 full-time employees. The firm operates through two segments: Company-operated stores and Direct to consumer. The company is also engaged in the sale from outlets, showrooms, sales from temporary locations, sales to wholesale accounts, warehouse sales, and license and supply arrangements. Its direct to consumer segment generates revenue from its lululemon and ivivva e-commerce Websites, www.lululemon.com and www.ivivva.com, and other country and region specific Websites. The company offers a range of apparel and accessories for women, men and female youth. The firm's apparel assortment includes items, such as pants, shorts, tops, and jackets designed for healthy lifestyle and athletic activities, such as yoga, running, training, most other sweaty pursuits, and athletic wear for female youth. The firm also offers fitness-related accessories, including an array of items, such as bags, socks, underwear, yoga mats and water bottles.",19000,NASDAQ NMS - GLOBAL MARKET,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2007-05-01,US5500211090,https://static.finnhub.io/logo/b24e2924-80e0-11ea-8008-00000000092a.png,47058.12,Clothing Stores,Men's Clothing Stores,Retail Trade,Clothing and Clothing Accessories Stores,Lululemon Athletica Inc,16047326124,B23FN39,135.599527,BRITISH COLUMBIA,LULU,https://shop.lululemon.com/
0,3100 OCEAN PARK BLVD,Santa Monica,US,USD,00507V109,"Activision Blizzard, Inc. engages in the development and publication of interactive entertainment. The company is headquartered in Santa Monica, California and currently employs 9,900 full-time employees. The firm develops and distributes content and services across various gaming platforms, including video game consoles, personal computers (PC) and mobile devices. Its segments include Activision Publishing, Inc. (Activision), Blizzard Entertainment, Inc. (Blizzard), King Digital Entertainment (King) and Other. Activision is a developer and publisher of interactive software products and content. Blizzard is engaged in developing and publishing of interactive software products and entertainment content, particularly in PC gaming. King is a mobile entertainment company. The company is engaged in other businesses, including The Major League Gaming (MLG) business; The Activision Blizzard Studios (Studios) business, and The Activision Blizzard Distribution (Distribution) business. The company also develops products spanning other genres, including action/adventure, role-playing and simulation.",9200,NASDAQ NMS - GLOBAL MARKET,Media,Media & Entertainment,Entertainment,Communication Services,Interactive Home Entertainment,1983-06-10,US00507V1098,https://static.finnhub.io/logo/74116cec-80fc-11ea-bc98-00000000092a.png,60985.61,Software Publishers,Software Publishers,Information,Publishing Industries (except Internet),Activision Blizzard Inc,13102552000,2575818,771.872058,CALIFORNIA,ATVI,https://www.activisionblizzard.com/
0,2600 Ansys Dr,Canonsburg,US,USD,03662Q105,"ANSYS, Inc. engages in the development and marketing of engineering simulation software and services. The company is headquartered in Canonsburg, Pennsylvania and currently employs 3,400 full-time employees. The firm focuses on the development of open and flexible solutions that enable users to analyze designs directly on the desktop, providing a common platform for product development, from design concept to final-stage testing and validation. The firm distributes its ANSYS suite of simulation technologies through a network of independent resellers and distributors, and direct sales offices in various locations. Its product portfolio consists of Simulation Platform: ANSYS Workbench, Structures, Fluids, Electronics, Semiconductors, Multiphysics, AIM, Embedded Software, Systems, Three Dimensional (3-D) Direct Modeling and Academic.",4100,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,Software,Information Technology,Application Software,1996-06-20,US03662Q1058,https://static.finnhub.io/logo/6edb83c2-826a-11ea-9332-00000000092a.png,27556.36,Software Publishers,Software Publishers,Information,Publishing Industries (except Internet),ANSYS Inc,18444626797,2045623,85.789237,PENNSYLVANIA,ANSS,https://www.ansys.com/
0,2800 Rock Creek Pkwy,Kansas City,US,USD,156782104,"Cerner Corp. designs, develops, markets, installs, hosts and supports health care information technology, health care devices, hardware and content solutions for health care organizations and consumers. The company is headquartered in Kansas City, Missouri and currently employs 29,200 full-time employees. The firm offers a range of intelligent solutions and services that support the clinical, financial and operational needs of organizations of all sizes. The firm's segments include Domestic and Global. The Domestic segment includes revenue contributions and expenditures associated with business activity in the United States. The Global segment includes revenue contributions and expenditures linked to business activity in Aruba, Australia, Austria, the Bahamas, Belgium, Bermuda, Brazil, Canada, Cayman Islands, Chile, Denmark, Egypt, England, Finland, France, Germany, Guam, India, Ireland, Kuwait, Luxembourg, Malaysia, Mexico, the Netherlands, Norway, Portugal, Qatar, Romania, Saudi Arabia, Singapore, Slovakia, Spain, Sweden, Switzerland and the United Arab Emirates. The firm's solutions are offered on the unified Cerner Millennium architecture and on the HealtheIntent cloud-based platform.",27400,NASDAQ NMS - GLOBAL MARKET,Health Care,Health Care Equipment & Services,Health Care Technology,Health Care,Health Care Technology,1986-12-05,US1567821046,https://static.finnhub.io/logo/0feba19a-80e0-11ea-9b30-00000000092a.png,21990.53,Computer Systems Design and Related Services,Custom Computer Programming Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Cerner Corp,18162211024,2185284,305.381551,MISSOURI,CERN,https://www.cerner.com/
0,100 Winchester Cir,Los Gatos,US,USD,64110L106,"Netflix, Inc. is a streaming entertainment service company, which provides subscription service streaming movies and television episodes over the Internet and sending DVDs by mail. The company is headquartered in Los Gatos, California and currently employs 7,100 full-time employees. The firm operates through three segments: Domestic streaming, International streaming and Domestic DVD. The Domestic streaming segment includes services that streams content to its members in the United States. The International streaming segment includes services that streams content to its members outside the United States. The Domestic DVD segment includes services, such as digital optical disc (DVD)-by-mail. The firm's members can watch original series, documentaries, feature films, as well as television shows and movies directly on their Internet-connected screen, televisions, computers and mobile devices. The company offers its streaming services both domestically and internationally. In the United States, its members can receive DVDs delivered to their homes. The firm had members streaming in over 190 countries, as of December 31, 2016.",8600,NASDAQ NMS - GLOBAL MARKET,Media,Media & Entertainment,Entertainment,Communication Services,Movies & Entertainment,2002-05-29,US64110L1061,https://static.finnhub.io/logo/c9021546-826a-11ea-8bf9-00000000092a.png,227586.0,Cable and Other Subscription Programming,Cable and Other Subscription Programming,Information,Broadcasting (except Internet),Netflix Inc,14085403700,2857817,441.015443,CALIFORNIA,NFLX,https://www.netflix.com/
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2001 Theurer Blvd,Winona,US,USD,311900104,"Fastenal Co. engages in the provision of fasteners, tools, and supplies which can help in the manufacture of products, build structures, protect personnel, and maintain facilities and equipment. The company is headquartered in Winona, Minnesota and currently employs 21,938 full-time employees. The firm is engaged in fastener distribution, and non-fastener maintenance and supply business. As of December 31, 2016, it distributed these supplies through a network of approximately 2,500 stores. Its customers are in the manufacturing and non-residential construction markets. The manufacturing market includes both original equipment manufacturers (OEM) and maintenance, repair, and operations (MRO). The non-residential construction market includes general, electrical, plumbing, sheet metal and road contractors. Other users of its products include farmers, truckers, railroads, oil exploration, production and refinement companies, mining companies, federal, state, and local governmental entities, schools and certain retail trades. Its original product offerings are fasteners and other industrial and construction supplies, many of which are sold under the Fastenal product name.",22131,NASDAQ NMS - GLOBAL MARKET,Trading Companies & Distributors,Capital Goods,Trading Companies & Distributors,Industrials,Trading Companies & Distributors,1987-08-01,US3119001044,https://static.finnhub.io/logo/d8a85892-80df-11ea-aa2a-00000000092a.png,26541.69,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Hardware Merchant Wholesalers,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Fastenal Co,15074545374,2332262,573.626327,MINNESOTA,FAST,https://www.fastenal.com/
0,12500 T I Blvd,Dallas,US,USD,882508104,"Texas Instruments Incorporated engages in the design and manufacture semiconductor solutions for analog and digital embedded and application processing. The company is headquartered in Dallas, Texas and currently employs 29,888 full-time employees. The firm operates through two segments: Analog and Embedded Processing. As of December 31, 2016, the Company had design, manufacturing or sales operations in more than 30 countries. The firm's Analog segment's product line includes High Volume Analog & Logic (HVAL), Power Management (Power), High Performance Analog (HPA) and Silicon Valley Analog (SVA). HVAL products support applications, such as automotive safety devices, touchscreen controllers, low-voltage motor drivers and integrated motor controllers. The firm's Embedded Processing segment's product line includes Processor, Microcontrollers and Connectivity. Processor products include digital signal processors (DSPs) and applications processors. DSPs perform mathematical computations to process digital data.",29768,NASDAQ NMS - GLOBAL MARKET,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductors,1953-10-01,US8825081040,https://static.finnhub.io/logo/8e047d7e-80ec-11ea-a11f-00000000092a.png,128662.6,Semiconductor and Other Electronic Component Manufacturing,Semiconductor and Related Device Manufacturing,Manufacturing,Computer and Electronic Product Manufacturing,Texas Instruments Inc,19729953773,2885409,915.943779,TEXAS,TXN,http://www.ti.com
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1111 Expedia Group Way W,Seattle,US,USD,30212P303,"Expedia Group, Inc. is an online travel company, which engages in the provision of travel products and services to leisure and corporate travellers. The company is headquartered in Seattle, Washington and currently employs 24,500 full-time employees. The firm operates through four segments: Core Online Travel Agencies (Core OTA), trivago, Egencia and HomeAway. The firm's Core OTA segment provides a range of travel and advertising services to its customers across the world, through a range of brands, including Expedia.com and Hotels.com in the United States, and localized Expedia and Hotels.com Websites throughout the world, Orbitz.com, Expedia Affiliate Network, Hotwire.com, Travelocity, Wotif Group, CarRentals.com and Classic Vacations. The firm's trivago segment sends referrals to online travel companies and travel service providers from its hotel metasearch Websites. Its Egencia segment, which also includes Orbitz Worldwide (Orbitz) for Business, provides managed travel services to corporate customers across the world. The firm's HomeAway segment operates an online marketplace for the vacation rental industry.",25400,NASDAQ NMS - GLOBAL MARKET,Retail,Retailing,Internet & Direct Marketing Retail,Consumer Discretionary,Internet & Direct Marketing Retail,2005-08-09,US30212P3038,https://static.finnhub.io/logo/d539d658-80df-11ea-b0d2-00000000092a.png,13543.18,Travel Arrangement and Reservation Services,Travel Agencies,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Expedia Group Inc,12064817200,B748CK2,141.226707,WASHINGTON,EXPE,http://www.expediainc.com/
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Three Parkway North,Chicago,US,USD,609207105,"Mondelez International, Inc. engages in the manufacture and marketing of snack food and beverage products. The company is headquartered in Deerfield, Illinois and currently employs 80,000 full-time employees. The firm manufactures and markets snack food and beverage products for consumers. The company operates through four segments: Latin America, Asia, Middle East, and Africa (AMEA), Europe and North America. As of December 31, 2016, its brands spanned five product categories: Biscuits (including cookies, crackers and salted snacks); Chocolate; Gum and candy; Beverages (including coffee and powdered beverages), and Cheese and grocery. Itsportfolio includes various snack brands, including Nabisco, Oreo, LU and belVita biscuits; Cadbury, Milka, Cadbury Dairy Milk and Toblerone chocolate; Trident gum; Halls candy, and Tang powdered beverages. The firm sells its products to supermarket chains, wholesalers, supercenters, club stores, mass merchandisers, distributors, convenience stores, gasoline stations, drug stores, value stores and retail food outlets. As of December 31, 2016, it sold its products to consumers in approximately 165 countries.",80000,NASDAQ NMS - GLOBAL MARKET,Food Products,"Food, Beverage & Tobacco",Food Products,Consumer Staples,Packaged Foods & Meats,2001-06-13,US6092071058,https://static.finnhub.io/logo/10b5dc9a-80ec-11ea-897a-00000000092a.png,82672.23,Bakeries and Tortilla Manufacturing,Cookie and Cracker Manufacturing,Manufacturing,Food Manufacturing,Mondelez International Inc,18479434000,B8CKK03,1428.338344,ILLINOIS,MDLZ,https://www.mondelezinternational.com/
0,545 Washington Blvd,Jersey City,US,USD,92345Y106,"Verisk Analytics, Inc. is a holding company, which engages in the provision of data analytics for customers in insurance, energy markets and financial services. The company is headquartered in Jersey City, New Jersey and currently employs 7,951 full-time employees. The firm operates through two segments: Risk Assessment and Decision Analytics. Its Risk Assessment segment serves its property and casualty insurance customers and focuses on prediction of loss, selection and pricing of risk, and compliance with their reporting requirements in each United States state in which they operate. In the Decision Analytics segment, the Company develops predictive models to forecast scenarios and produce both standard and customized analytics that help its customers manage their businesses, including predicting loss, selecting and pricing risk, detecting fraud before and after a loss event, and quantifying losses. The company offers predictive analytics and decision support solutions to customers in rating, underwriting, claims, catastrophe and weather risk, natural resources intelligence, economic forecasting and various other fields.",9060,NASDAQ NMS - GLOBAL MARKET,Professional Services,Commercial  & Professional Services,Professional Services,Industrials,Research & Consulting Services,2009-10-09,US92345Y1064,https://static.finnhub.io/logo/fe905336-80fe-11ea-adc8-00000000092a.png,29679.27,"Agencies, Brokerages, and Other Insurance Related Activities",All Other Insurance Related Activities,Finance and Insurance,Insurance Carriers and Related Activities,Verisk Analytics Inc,12014692000,B4P9W92,162.385909,NEW JERSEY,VRSK,https://www.verisk.com
0,121 Seaport Blvd,Boston,US,USD,015351109,"Alexion Pharmaceuticals, Inc. is a biopharmaceutical company, which focuses on serving patients with devastating and ultra-rare disorders through the development and commercialization of life-transforming therapeutic products. The company is headquartered in Boston, Massachusetts and currently employs 2,656 full-time employees. The firm is focused on the development and commercialization of therapeutic products. The firm's products include Soliris (eculizumab), Strensiq (asfotase alfa) and Kanuma (sebelipase alfa). The firm's clinical development programs include Soliris (eculizumab), cPMP (ALXN1101), SBC-103, ALXN1210 (IV) and ALXN1210 (Subcutaneous). Its Soliris is the therapeutic approved for patients with either paroxysmal nocturnal hemoglobinuria (PNH) or hemolytic uremic syndrome (aHUS). PNH and aHUS result from chronic uncontrolled activation of the complement component of the immune system. Its Strensiq is for the treatment of patients with Hypophosphatasia (HPP). Its product, Kanuma is for the treatment of patients with Lysosomal Acid Lipase Deficiency (LAL-D). The company is a recombinant form of the human LAL enzyme, which is a replacement therapy that is approved for the treatment for patients with LAL-D.",3082,NASDAQ NMS - GLOBAL MARKET,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,1996-02-01,US0153511094,,24759.97,Pharmaceutical and Medicine Manufacturing,Pharmaceutical Preparation Manufacturing,Manufacturing,Chemical Manufacturing,Alexion Pharmaceuticals Inc,14752302596,2036070,219.172983,MASSACHUSETTS,ALXN,https://alexion.com/
0,4650 Cushing Pkwy,Fremont,US,USD,512807108,"Lam Research Corp. engages in manufacturing and servicing of wafer processing semiconductor manufacturing equipment. The company is headquartered in Fremont, California and currently employs 10,700 full-time employees. The firm designs, manufactures, markets, refurbishes and services semiconductor processing systems that are used in the fabrication of integrated circuits (ICs). The company operates through manufacturing and servicing of wafer processing semiconductor manufacturing equipment segment. Its products are designed to enable its customers build a range of devices that are used in a range of electronic products, including cell phones, tablets, computers, storage devices, and networking equipment. Its customer base includes semiconductor memory, foundry, and integrated device manufacturers (IDMs) that make products, such as dynamic random-access memory (DRAM), negative-AND (NAND) memory and logic devices. The company offers a portfolio of products that are used in several areas of the semiconductor manufacturing process flow, including thin film deposition, plasma etch and single-wafer clean.",10700,NASDAQ NMS - GLOBAL MARKET,Semiconductors,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductor Equipment ,1984-05-11,US5128071082,https://static.finnhub.io/logo/b05d9f52-80e0-11ea-8823-00000000092a.png,48510.68,Industrial Machinery Manufacturing,Semiconductor Machinery Manufacturing,Manufacturing,Machinery Manufacturing,Lam Research Corp,15106590200,2502247,145.625225,CALIFORNIA,LRCX,http://www.lamresearch.com
0,161 Hammersmith Road,Hammersmith,GB,USD,G5480U104,"Liberty Global Plc is an international television and broadband company, which engages in the provision of broadband communications services. The company is headquartered in Hammersmith, Middlesex and currently employs 26,600 full-time employees. The firm operates as a television and broadband company. Its segments include Liberty Global Group and LiLAC Group. The Liberty Global Group includes its operations in the United Kingdom, Ireland, Belgium, Switzerland and Central and Eastern Europe. The Liberty Global Group also includes the Company's investment in VodafoneZiggo Group Holding B.V., which operates a cable network in the Netherlands, and in various content businesses. The LiLAC Group has broadband operations predominately in Latin America and the Caribbean serving residential and business customers. The LiLAC Group includes its operations in Chile and Puerto Rico and its Cable & Wireless Communications Limited operations primarily in the Caribbean and Latin America, including sub-sea and terrestrial fiber optic cable networks.",20200,NASDAQ NMS - GLOBAL MARKET,Telecommunication,Telecommunication Services,Diversified Telecommunication Services,Communication Services,Alternative Carriers,2004-06-02,GB00B8W67662,,13179.15,Cable and Other Subscription Programming,Cable and Other Subscription Programming,Information,Broadcasting (except Internet),Liberty Global PLC,442084836300,B8W6766,593.644798,MIDDLESEX,LBTYA,http://www.libertyglobal.com/
0,1290 Avenue of the Americas Fl 11,New York City,US,USD,82968B103,"Sirius XM Holdings, Inc. is a radio company. The company is headquartered in New York City, New York and currently employs 2,699 full-time employees. Subscribers can also receive music and other channels, and features, such as SiriusXM On Demand and MySXM, over its Internet radio service, including through applications for mobile devices, home devices and other consumer electronic equipment. The company also provides connected vehicle services. The company is developing a product, 360L, which combines its satellite and Internet services into a single, cohesive in-vehicle entertainment experience. The company also offers satellite radio services to customers of certain rental car companies. Its Internet radio service also includes channels and features that are not available on its satellite radio service. As of December 31, 2016, the Company owned a fleet of five satellites: SIRIUS FM-5, SIRIUS FM-6, XM-3, XM-4 and XM-5.",4534,NASDAQ NMS - GLOBAL MARKET,Media,Media & Entertainment,Media,Communication Services,Cable & Satellite,1994-09-13,US82968B1035,,24826.46,Radio and Television Broadcasting,Radio Stations,Information,Broadcasting (except Internet),Sirius XM Holdings Inc,12125845100,BGLDK10,4340.289704,NEW YORK,SIRI,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1211 Avenue of the Americas,New York City,US,USD,35137L105,"Fox Corp. delivers compelling news, sports and entertainment content. The company is headquartered in New York City, New York and currently employs 7,700 full-time employees. The firm operates through three segments: Cable Network Programming, Television and Other, Corporate and Eliminations. The Cable Network Programming segment consists of the production and licensing of news and sports content distributed primarily through cable television systems, direct broadcast satellite operators, telecommunication companies and online video distributors, primarily in the United States. The Company’s Television segment consists of the acquisition, marketing and distribution of broadcast network programming nationally under the FOX brand. Its Other, Corporate and Eliminations segment includes FOX Studios lot, which provides television and film production services along with office space, studio operation services.",7700,NASDAQ NMS - GLOBAL MARKET,Media,Media & Entertainment,Media,Communication Services,Broadcasting,2019-02-27,US35137L1052,https://static.finnhub.io/logo/7cf20648-80da-11ea-983c-00000000092a.png,16753.7,Radio and Television Broadcasting,Television Broadcasting,Information,Broadcasting (except Internet),Fox Corp,12128527000,BJJMGL2,604.757306,NEW YORK,FOXA,https://www.foxcorporation.com/
0,333 LAKESIDE DR,Foster City,US,USD,375558103,"Gilead Sciences, Inc. is a biopharmaceutical company, which engages in the research, development, and commercialization of medicines in areas of unmet medical need. The company is headquartered in Foster City, California and currently employs 11,000 full-time employees. The firm's portfolio of products and pipeline of investigational drugs includes treatments for Human Immunodeficiency Virus/Acquired Immune Deficiency Syndrome (HIV/AIDS), liver diseases, cancer, inflammatory and respiratory diseases and cardiovascular conditions. Its products for HIV/AIDS patients include Descovy, Odefsey, Genvoya, Stribild, Complera/Eviplera, Truvada, Emtriva, Tybost and Vitekta. Its products for patients with liver diseases include Vemlidy, Epclusa, Harvoni, Sovaldi, Viread and Hepsera. The company offers Zydelig to patients with hematology/oncology diseases. Its products for patients with various cardiovascular diseases include Letairis, Ranexa and Lexiscan. Its products for various inflammation/respiratory diseases include Cayston and Tamiflu. The company had operations in more than 30 countries, as of December 31, 2016.",11800,NASDAQ NMS - GLOBAL MARKET,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,1992-01-01,US3755581036,https://static.finnhub.io/logo/14041828-80e0-11ea-b2c0-00000000092a.png,82758.34,Scientific Research and Development Services,"Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Gilead Sciences Inc,16505743000,2369174,1253.72437,CALIFORNIA,GILD,https://www.gilead.com/
0,50 Northern Ave,Boston,US,USD,92532F100,"Vertex Pharmaceuticals, Inc. engages in the business of discovering, developing, manufacturing and commercializing small molecule drugs for patients with serious diseases. The company is headquartered in Boston, Massachusetts and currently employs 2,500 full-time employees. The firm is focused on developing and commercializing therapies for the treatment of cystic fibrosis (CF) and advancing its research and development programs in other indications. The firm's marketed medicines are ORKAMBI and KALYDECO. ORKAMBI (lumacaftor in combination with ivacaftor) is approved as a treatment for patients having two copies (homozygous) of the Delta-F508 (F508del) mutation in their cystic fibrosis transmembrane conductance regulator (CFTR) gene. KALYDECO (ivacaftor) is approved for the treatment of CF patients having the G551D mutation or other specified mutations in their CFTR gene. The firm's development programs in the field of CF include Tezacaftor (VX-661), VX-152, VX-440, VX-659, VX-445 and VX-371. VX-152, VX-440, VX-659 and VX-445 are CFTR corrector compounds.",3000,NASDAQ NMS - GLOBAL MARKET,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,1991-07-24,US92532F1003,https://static.finnhub.io/logo/feec7ad8-80e0-11ea-ac96-00000000092a.png,69414.55,Pharmaceutical and Medicine Manufacturing,Pharmaceutical Preparation Manufacturing,Manufacturing,Chemical Manufacturing,Vertex Pharmaceuticals Inc,16173416393,2931034,260.467334,MASSACHUSETTS,VRTX,https://www.vrtx.com/
0,6110 Stoneridge Mall Rd,Pleasanton,US,USD,98138H101,"Workday, Inc. engages in the development of enterprise cloud applications for finance and human resources. The company is headquartered in Pleasanton, California and currently employs 11,800 full-time employees. The firm delivers financial management, human capital management and analytics applications designed for various companies, educational institutions and government agencies. As part of its applications, the Company provides embedded analytics that capture the content and context of everyday business events, facilitating informed decision-making from wherever users are working. Its applications include Workday Financial Management, Workday Human Capital Management (HCM) and Other Applications. The company also provides open, standards-based Web-services application programming interfaces, and pre-built packaged integrations and connectors. Workday Financial Management is a unified application with a range of financial capabilities, relevant analytics and metrics, and auditable process management. Workday HCM allows an organization to staff, pay, organize and develop its global workforce.",12400,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,Software,Information Technology,Application Software,2012-12-10,US98138H1014,https://static.finnhub.io/logo/333afd10-80cd-11ea-803e-00000000092a.png,51144.6,Computer Systems Design and Related Services,Custom Computer Programming Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Workday Inc,19259519000,B8K6ZD1,237.0,CALIFORNIA,WDAY,https://www.workday.com/
0,12061 Bluemont Way,Reston,US,USD,92343E102,"VeriSign, Inc. provides domain name registry services and Internet infrastructure, which enables Internet navigation for many of the world's most recognized domain names. The company is headquartered in Reston, Virginia and currently employs 900 full-time employees. The firm operates through Registry Services and Security Services segment. Registry Services ensure the security, stability and resiliency of Internet infrastructure and services, including the .com and .net domains, and operation of the root-zone maintainer functions for the core of the Internet's Domain Name System (DNS). Security Services provides infrastructure assurance services consisting of Distributed Denial of Services (DDoS) Protection Services and Managed DNS Services. DDoS Protection Services supports online business continuity by providing monitoring and mitigation services against DDoS attacks. Managed DNS Services is a hosting service that delivers DNS resolution for the availability of Web-based systems.",872,NASDAQ NMS - GLOBAL MARKET,Technology,Software & Services,IT Services,Information Technology,Internet Services & Infrastructure,1998-01-29,US92343E1029,,23377.32,Computer Systems Design and Related Services,Custom Computer Programming Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Verisign Inc,17039483200,2142922,114.853683,VIRGINIA,VRSN,https://www.verisign.com/
0,233 S Patterson Ave,Springfield,US,USD,67103H107,"O'Reilly Automotive, Inc. owns and operates retail outlets in the United States. The company is headquartered in Springfield, Missouri and currently employs 49,476 full-time employees. The firm sells its products to both do-it-yourself (DIY) and professional service provider customers. The firm's product line includes new and remanufactured automotive hard parts, such as alternators, starters, fuel pumps, water pumps, brake system components, batteries, belts, hoses, temperature control, chassis parts, driveline parts and engine parts; maintenance items, such as oil, antifreeze, fluids, filters, wiper blades, lighting, engine additives and appearance products, and accessories, such as floor mats, seat covers and truck accessories. The firm's stores offer various services and programs to its customers, such as used oil, oil filter and battery recycling; battery diagnostic testing; electrical and module testing; check engine light code extraction; loaner tool program; custom hydraulic hoses, and machine shops.",53159,NASDAQ NMS - GLOBAL MARKET,Retail,Retailing,Specialty Retail,Consumer Discretionary,Automotive Retail,1993-04-22,US67103H1077,https://static.finnhub.io/logo/e7e4dff0-826a-11ea-8801-00000000092a.png,34885.25,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,Retail Trade,Motor Vehicle and Parts Dealers,O'Reilly Automotive Inc,14178295878,B65LWX6,74.064777,MISSOURI,ORLY,https://corporate.oreillyauto.com/corporate/
0,No. 99 Fu Quan Road,Shanghai,CN,CNY,89677Q107,"Trip.com Group Ltd. engages in the provision of travel-related services. The company is headquartered in Shanghai, Shanghai and currently employs 45,100 full-time employees. The firm aggregates hotel and transportation information to help leisure and business travelers make reservations. The firm helps leisure travelers book travel packages and guided tours and helps corporate clients manage their travel needs. The firm also offers a range of travel-related services to meet the different booking and travel needs of leisure and business travelers, including visitor reviews, attraction tickets, travel-related financial services, car services, travel insurance services and passport services. The firm also offers package tours for independent leisure travelers, including tour groups, semi-tour groups and private groups, as well as package tours that require different transportation arrangements (such as cruise, buses or self-driving).",44300,NASDAQ NMS - GLOBAL MARKET,Retail,Retailing,Internet & Direct Marketing Retail,Consumer Discretionary,Internet & Direct Marketing Retail,2003-12-09,US89677Q1076,https://static.finnhub.io/logo/8dc81252-826a-11ea-95d8-00000000092a.png,18183.52,Travel Arrangement and Reservation Services,Travel Agencies,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Trip.com Group Ltd,862134064880,BK1K3N2,74.133718,SHANGHAI,TCOM,http://www.ctrip.com
